,HHID,ORIGIN_OF_TRIP,DESTINATION_OF_TRIP,TT_WALK,WALKABILITY_INDEX,TT_CYCLE,BIKEABILITY_INDEX,TT_PT,FARE_PT,WT_PT,AT_PT,AC_PT,TT_CAR,FC_CAR,PC_CAR,CC_CAR,INCOME,GENDER,AGE,CAR OWNERSHIP,CHOSEN_MODE,AV_WALK,AV_CYCLE,AV_PT,AV_CAR
1241,1242,9,4,33,98,13,12,24,2,13,23,4,11,3,5,3,19,1,53,1,2,1,1,1,1
1242,1243,5,5,46,63,26,87,16,3,15,10,2,12,1,8,2,26,1,23,1,2,1,1,1,1
1243,1244,1,4,36,4,27,14,60,2,17,25,0,40,1,1,5,28,2,35,1,4,1,1,1,1
1244,1245,7,9,33,62,31,62,55,7,17,24,3,18,2,6,8,15,1,66,0,1,1,1,1,1
1245,1246,4,7,32,70,20,60,40,1,13,5,2,28,1,6,5,65,1,28,1,2,1,1,1,1
1246,1247,7,9,22,12,10,30,47,4,4,17,2,58,1,1,3,18,1,55,1,2,1,1,1,1
1247,1248,6,9,48,2,37,36,24,2,3,12,4,47,1,6,4,22,1,69,1,1,1,1,1,1
1248,1249,9,3,17,19,26,78,48,7,18,24,4,52,1,6,7,22,2,62,1,1,1,1,1,1
1249,1250,9,2,35,93,19,86,36,2,17,26,3,59,3,8,4,99,1,21,1,2,1,1,1,1
1250,1251,9,7,36,39,54,8,58,7,9,18,4,27,3,6,4,79,2,46,1,1,1,1,1,1
1251,1252,4,2,24,14,12,52,43,2,14,30,0,50,1,6,10,27,2,44,1,1,1,1,1,1
1252,1253,3,9,18,79,60,15,41,3,6,28,3,36,2,2,2,57,2,50,1,1,1,1,1,1
1253,1254,2,9,42,91,34,45,30,6,2,29,5,59,1,4,8,37,1,45,1,2,1,1,1,1
1254,1255,4,7,59,9,60,12,36,2,4,18,2,29,2,8,6,66,1,34,1,4,1,1,1,1
1255,1256,9,5,52,62,36,96,11,2,11,5,1,36,1,8,5,64,2,29,0,3,1,1,1,1
1256,1257,9,5,41,70,38,84,29,2,18,15,5,43,1,8,4,97,1,27,0,3,1,1,1,1
1257,1258,5,8,26,27,58,19,46,7,3,26,2,36,1,7,9,64,2,33,1,1,1,1,1,1
1258,1259,6,3,56,98,47,6,43,3,10,7,5,30,2,3,9,94,1,48,0,1,1,1,1,1
1259,1260,6,7,29,26,59,84,23,5,10,10,5,16,2,7,10,35,2,22,0,1,1,1,1,1
1260,1261,2,1,55,94,11,34,33,1,20,14,0,33,1,3,8,65,2,47,1,2,1,1,1,1
1261,1262,7,6,59,48,17,14,54,7,14,26,2,32,3,5,7,15,2,40,1,2,1,1,1,1
1262,1263,6,9,16,57,12,57,35,2,8,28,5,44,1,8,4,27,2,37,1,2,1,1,1,1
1263,1264,6,9,27,93,34,50,43,2,4,13,0,21,3,7,7,76,1,69,1,1,1,1,1,1
1264,1265,7,3,48,63,31,42,38,4,7,30,4,21,2,1,8,51,1,18,1,2,1,1,1,1
1265,1266,6,2,16,98,41,16,28,6,5,12,3,41,1,2,8,60,2,24,0,1,1,1,1,1
1266,1267,7,5,33,13,16,69,10,2,13,29,5,31,2,4,8,14,1,50,1,2,1,1,1,1
1267,1268,8,7,25,8,56,86,24,5,17,5,0,43,1,3,9,99,1,65,0,2,1,1,1,1
1268,1269,4,2,44,78,51,40,17,7,4,22,4,42,1,8,10,10,1,55,1,1,1,1,1,1
1269,1270,4,6,24,12,26,5,29,1,12,15,0,45,1,3,8,19,1,60,1,3,1,1,1,1
1270,1271,4,4,32,52,14,68,44,2,14,28,2,40,2,6,4,97,2,38,1,1,1,1,1,1
1271,1272,8,1,15,29,36,13,48,2,16,13,0,33,1,1,3,49,2,37,0,1,1,1,1,1
1272,1273,1,2,22,89,44,33,15,3,17,12,2,29,1,1,3,40,2,41,1,4,1,1,1,1
1273,1274,2,5,26,6,48,57,59,6,4,17,5,10,3,1,5,62,1,37,0,1,1,1,1,1
1274,1275,8,3,47,74,23,1,34,4,12,28,1,52,2,7,10,86,1,46,1,1,1,1,1,1
1275,1276,3,6,53,66,23,35,43,4,2,5,4,47,2,2,10,31,2,26,0,2,1,1,1,1
1276,1277,4,6,11,61,26,83,28,6,16,24,1,23,1,1,2,42,2,57,0,2,1,1,1,1
1277,1278,1,4,59,80,43,35,30,5,20,14,1,57,1,8,6,49,2,61,1,2,1,1,1,1
1278,1279,9,3,36,13,33,35,40,2,6,9,3,10,2,4,6,15,1,62,0,4,1,1,1,1
1279,1280,1,2,38,22,36,76,44,4,10,22,0,12,1,3,3,10,2,35,1,4,1,1,1,1
1280,1281,4,3,27,19,31,81,50,1,4,10,4,28,1,6,3,62,2,20,1,4,1,1,1,1
1281,1282,5,5,55,57,19,35,18,1,2,23,0,11,1,8,3,48,2,56,0,4,1,1,1,1
1282,1283,6,1,44,23,26,83,49,6,3,16,0,26,3,6,2,48,2,60,0,1,1,1,1,1
1283,1284,9,3,22,25,33,90,23,5,20,6,0,26,2,6,8,17,1,35,0,1,1,1,1,1
1284,1285,1,8,48,30,32,25,58,6,6,13,3,37,2,8,3,18,2,23,1,1,1,1,1,1
1285,1286,7,8,13,25,45,13,51,1,17,18,4,18,1,6,7,90,1,20,0,1,1,1,1,1
1286,1287,5,4,54,1,42,9,10,7,13,15,0,52,1,3,10,16,2,54,0,2,1,1,1,1
1287,1288,6,5,48,30,29,19,25,3,19,20,3,14,1,7,9,92,1,55,0,4,1,1,1,1
1288,1289,2,5,29,79,44,72,43,2,15,29,4,55,1,8,3,35,1,27,1,1,1,1,1,1
1289,1290,4,3,33,39,24,21,23,4,8,14,5,45,3,1,10,20,1,40,1,1,1,1,1,1
1290,1291,4,9,54,59,19,87,28,4,19,9,3,36,2,8,9,56,1,60,1,2,1,1,1,1
1291,1292,4,5,56,76,17,65,47,5,11,12,1,33,2,4,10,100,2,22,1,2,1,1,1,1
1292,1293,8,3,52,34,43,64,45,7,18,19,5,46,1,3,8,90,1,66,0,2,1,1,1,1
1293,1294,2,7,12,63,23,52,30,7,16,24,1,33,2,3,6,88,2,31,1,2,1,1,1,1
1294,1295,5,4,43,54,42,79,36,2,9,22,2,22,2,1,6,11,1,27,1,4,1,1,1,1
1295,1296,6,8,19,88,32,35,20,1,13,5,5,60,3,2,5,68,1,63,1,1,1,1,1,1
1296,1297,8,5,50,42,48,78,37,1,7,8,0,35,1,5,7,59,1,20,0,4,1,1,1,1
1297,1298,4,2,49,7,55,5,39,7,4,25,0,18,2,7,4,84,1,49,1,4,1,1,1,1
1298,1299,6,8,53,40,17,91,17,6,17,30,5,12,3,7,8,44,2,20,0,2,1,1,1,1
1299,1300,8,1,41,46,37,10,49,7,15,18,3,19,3,2,6,43,1,34,1,1,1,1,1,1
1300,1301,7,6,12,4,37,88,49,3,3,15,5,27,2,5,6,43,2,58,0,1,1,1,1,1
1301,1302,7,1,44,23,15,17,59,2,19,18,3,54,3,5,10,87,2,59,1,2,1,1,1,1
1302,1303,1,7,40,2,10,42,17,4,11,30,1,33,3,3,10,66,1,57,0,2,1,1,1,1
1303,1304,2,7,15,21,53,74,50,6,18,11,2,56,1,3,3,18,1,24,1,1,1,1,1,1
1304,1305,7,4,15,64,37,56,44,4,13,11,1,50,1,1,7,30,1,19,1,1,1,1,1,1
1305,1306,5,1,25,79,44,66,38,2,4,26,3,54,1,8,6,92,2,49,1,1,1,1,1,1
1306,1307,1,5,59,77,34,34,16,4,14,26,3,25,1,1,5,84,1,23,1,4,1,1,1,1
1307,1308,9,6,52,76,45,88,36,2,8,14,0,35,1,3,5,26,1,36,0,1,1,1,1,1
1308,1309,5,6,23,34,35,29,54,1,13,12,5,53,2,2,4,63,2,62,1,1,1,1,1,1
1309,1310,5,6,32,58,15,23,28,6,12,19,5,33,1,7,8,89,1,31,0,1,1,1,1,1
1310,1311,2,4,44,76,50,98,25,7,16,29,3,19,3,5,8,25,1,66,1,2,1,1,1,1
1311,1312,9,5,12,20,50,21,19,3,18,7,5,20,2,6,4,21,2,58,0,2,1,1,1,1
1312,1313,6,2,34,39,13,88,11,6,15,29,4,60,1,5,7,61,1,22,0,2,1,1,1,1
1313,1314,2,9,48,89,28,6,42,6,4,18,5,21,2,6,10,75,1,58,0,4,1,1,1,1
1314,1315,4,1,28,90,17,28,43,4,4,11,1,48,2,8,2,26,1,43,1,2,1,1,1,1
1315,1316,1,9,30,87,24,47,55,4,16,10,3,31,1,4,8,74,1,51,0,2,1,1,1,1
1316,1317,6,9,56,64,50,52,57,1,20,10,4,30,3,1,10,25,1,29,1,4,1,1,1,1
1317,1318,1,2,53,16,54,61,51,4,17,10,3,15,3,5,2,73,2,63,0,4,1,1,1,1
1318,1319,1,2,16,88,48,56,31,5,15,12,1,22,1,4,3,51,2,32,0,1,1,1,1,1
1319,1320,8,1,38,45,59,72,22,1,12,22,4,17,1,2,3,86,2,62,1,4,1,1,1,1
1320,1321,2,5,59,76,50,27,23,1,19,8,0,52,2,3,9,89,1,27,0,3,1,1,1,1
1321,1322,9,2,13,52,44,36,19,6,14,10,1,56,2,8,4,55,2,52,0,1,1,1,1,1
1322,1323,1,2,19,43,11,18,48,6,9,8,5,24,3,6,2,82,2,41,0,2,1,1,1,1
1323,1324,9,9,47,79,46,97,34,7,9,23,3,59,2,4,5,56,1,24,1,2,1,1,1,1
1324,1325,8,3,27,38,48,70,12,1,17,19,4,55,1,4,6,65,1,22,0,1,1,1,1,1
1325,1326,3,8,49,16,45,43,60,6,4,9,1,26,3,1,3,66,1,51,1,4,1,1,1,1
1326,1327,1,8,54,71,33,71,43,5,4,18,1,10,2,2,3,79,2,58,0,4,1,1,1,1
1327,1328,1,2,39,60,33,99,59,4,7,29,4,60,2,3,8,23,2,65,0,1,1,1,1,1
1328,1329,5,6,10,63,15,76,39,5,6,16,0,58,3,3,10,14,2,68,1,1,1,1,1,1
1329,1330,2,4,22,20,38,27,11,5,17,24,3,55,2,2,5,30,2,56,1,1,1,1,1,1
1330,1331,4,5,60,23,21,20,15,6,9,5,5,25,1,2,7,18,1,35,0,2,1,1,1,1
1331,1332,4,9,23,61,11,49,18,5,16,22,0,40,3,1,8,66,2,23,0,2,1,1,1,1
1332,1333,2,9,43,94,10,18,52,7,4,15,0,58,3,1,3,86,2,29,1,2,1,1,1,1
1333,1334,4,4,27,64,25,53,37,4,19,26,4,51,1,2,9,17,1,53,1,1,1,1,1,1
1334,1335,4,2,33,18,27,76,26,3,19,8,3,23,3,5,2,81,2,44,1,1,1,1,1,1
1335,1336,5,3,26,85,19,86,58,6,12,24,3,19,2,5,5,56,2,43,1,2,1,1,1,1
1336,1337,2,4,23,91,54,46,54,6,12,5,5,27,1,4,10,27,1,34,1,1,1,1,1,1
1337,1338,2,4,50,53,21,50,24,3,13,28,5,25,3,5,4,94,2,25,0,2,1,1,1,1
1338,1339,1,3,46,96,11,1,42,2,18,25,3,13,3,7,6,80,2,55,0,1,1,1,1,1
1339,1340,1,7,18,66,18,51,30,6,19,25,4,46,1,5,5,34,1,42,0,1,1,1,1,1
1340,1341,9,8,43,16,15,82,41,6,5,29,5,40,2,5,4,99,2,46,0,2,1,1,1,1
1341,1342,2,7,60,74,39,48,56,2,6,21,4,22,3,1,5,32,1,41,0,2,1,1,1,1
1342,1343,2,3,44,16,20,71,38,6,18,21,5,24,2,5,10,23,2,27,0,2,1,1,1,1
1343,1344,7,5,59,97,11,99,18,5,4,26,0,13,3,5,2,99,2,62,0,2,1,1,1,1
1344,1345,5,3,44,96,57,76,24,6,15,10,0,52,1,7,8,28,1,43,1,1,1,1,1,1
1345,1346,7,4,37,61,26,36,17,7,5,8,3,41,2,6,3,31,1,37,1,2,1,1,1,1
1346,1347,6,4,31,38,59,9,14,1,20,28,0,38,1,7,8,79,2,54,0,3,1,1,1,1
1347,1348,4,8,12,97,20,51,24,6,3,17,2,40,2,3,7,15,2,62,1,1,1,1,1,1
1348,1349,1,2,31,82,17,85,21,2,7,18,1,41,2,8,10,72,2,56,1,2,1,1,1,1
1349,1350,3,3,59,36,41,28,22,3,8,8,3,29,3,1,7,18,2,42,0,2,1,1,1,1
1350,1351,1,2,47,59,22,72,15,5,12,11,4,42,1,4,6,70,2,49,1,2,1,1,1,1
1351,1352,6,2,52,98,44,72,54,6,17,27,0,56,3,7,5,43,2,37,0,1,1,1,1,1
1352,1353,7,6,55,78,20,71,51,2,2,29,1,49,2,1,9,24,2,43,0,2,1,1,1,1
1353,1354,2,2,45,44,20,100,36,1,10,6,3,10,1,7,9,79,2,23,0,4,1,1,1,1
1354,1355,3,8,59,41,49,7,10,3,11,8,2,43,3,5,10,29,2,32,0,3,1,1,1,1
1355,1356,3,8,14,38,10,58,24,1,9,14,2,32,3,8,6,60,1,58,0,1,1,1,1,1
1356,1357,8,9,52,48,47,53,22,7,18,21,4,52,1,7,10,96,2,50,1,1,1,1,1,1
1357,1358,1,3,15,92,54,55,55,7,19,26,3,37,1,5,2,12,1,22,1,1,1,1,1,1
1358,1359,1,5,23,98,49,79,33,3,10,29,3,34,3,7,9,86,1,58,0,1,1,1,1,1
1359,1360,9,9,13,81,35,60,30,1,3,7,4,25,2,2,6,12,2,19,1,1,1,1,1,1
1360,1361,3,9,19,30,11,92,24,4,16,27,0,32,1,7,9,17,1,58,0,1,1,1,1,1
1361,1362,1,6,26,58,18,52,20,6,2,27,5,36,2,8,3,44,1,29,1,1,1,1,1,1
1362,1363,5,3,39,1,37,59,47,1,10,24,2,49,2,2,7,63,1,40,0,1,1,1,1,1
1363,1364,7,1,12,6,49,65,28,6,3,17,5,34,1,4,7,96,1,24,1,1,1,1,1,1
1364,1365,5,6,42,38,36,64,20,1,7,27,3,18,3,8,6,100,1,18,0,4,1,1,1,1
1365,1366,3,7,16,99,26,48,27,3,14,26,5,50,1,3,9,85,2,54,1,2,1,1,1,1
1366,1367,1,4,19,63,21,21,31,7,13,15,5,38,3,3,8,64,1,44,1,1,1,1,1,1
1367,1368,4,5,34,10,32,53,50,2,2,11,4,49,3,2,3,26,2,50,1,2,1,1,1,1
1368,1369,8,7,35,69,50,53,58,5,18,10,5,27,2,6,3,76,2,29,0,1,1,1,1,1
1369,1370,3,6,36,9,58,84,26,2,14,27,3,10,2,2,3,62,1,41,1,4,1,1,1,1
1370,1371,1,9,20,50,10,30,56,5,16,26,3,22,3,4,3,27,2,55,1,2,1,1,1,1
1371,1372,7,8,33,91,34,73,47,2,9,22,0,38,3,1,10,76,1,61,1,1,1,1,1,1
1372,1373,6,6,43,19,51,87,26,3,10,24,4,26,3,7,3,55,1,55,1,1,1,1,1,1
1373,1374,7,6,20,9,26,89,45,2,18,14,4,33,1,7,10,89,1,29,1,4,1,1,1,1
1374,1375,6,7,11,85,23,53,57,2,6,5,4,22,2,1,9,64,1,24,1,2,1,1,1,1
1375,1376,4,6,23,77,56,5,23,5,3,12,4,27,2,3,2,72,1,67,1,1,1,1,1,1
1376,1377,6,7,18,80,29,93,52,2,9,26,5,42,1,1,5,87,1,19,0,2,1,1,1,1
1377,1378,3,5,30,65,21,93,13,6,3,25,4,20,2,2,2,64,1,30,0,4,1,1,1,1
1378,1379,3,4,34,78,46,87,36,5,19,20,3,53,3,6,2,58,1,70,0,2,1,1,1,1
1379,1380,5,1,16,94,37,6,11,3,14,29,3,24,2,2,8,50,2,52,0,1,1,1,1,1
1380,1381,4,6,16,75,12,26,42,5,11,26,1,37,3,5,3,69,1,62,1,1,1,1,1,1
1381,1382,3,5,55,100,51,66,36,1,5,21,2,54,1,7,10,26,1,57,1,2,1,1,1,1
1382,1383,4,3,53,99,37,94,25,1,16,17,3,14,1,2,5,37,1,27,1,4,1,1,1,1
1383,1384,8,9,24,6,18,21,50,4,9,23,5,31,2,2,6,68,1,55,1,1,1,1,1,1
1384,1385,6,3,11,69,38,4,56,2,13,18,1,37,3,8,9,20,2,42,0,1,1,1,1,1
1385,1386,5,6,36,31,28,37,51,6,8,27,1,40,1,1,10,89,2,56,0,2,1,1,1,1
1386,1387,7,6,39,2,33,90,40,4,2,20,0,56,3,8,5,42,2,22,1,1,1,1,1,1
1387,1388,1,8,11,36,25,77,57,6,10,22,1,31,3,5,3,95,1,22,1,1,1,1,1,1
1388,1389,9,6,31,46,58,5,47,3,4,5,4,23,3,2,10,48,2,49,1,1,1,1,1,1
1389,1390,8,7,18,64,42,84,13,1,19,8,4,35,2,2,2,64,2,56,1,1,1,1,1,1
1390,1391,3,8,58,30,25,21,27,5,19,12,4,48,1,6,9,77,1,53,0,2,1,1,1,1
1391,1392,2,7,46,37,35,22,23,3,2,28,2,31,3,1,7,81,2,46,0,4,1,1,1,1
1392,1393,2,8,59,88,56,22,26,2,10,18,4,53,3,7,8,15,1,36,0,2,1,1,1,1
1393,1394,6,1,46,77,37,46,29,4,2,13,3,29,2,8,5,85,2,44,1,1,1,1,1,1
1394,1395,2,1,57,10,22,40,52,6,16,15,3,44,1,2,6,49,1,46,1,2,1,1,1,1
1395,1396,9,1,17,18,33,73,56,7,9,17,1,54,1,5,6,98,2,60,0,1,1,1,1,1
1396,1397,6,3,28,98,10,70,53,2,20,14,0,60,2,2,10,48,2,65,1,1,1,1,1,1
1397,1398,1,2,53,96,11,68,37,3,19,28,3,10,3,6,5,16,2,50,0,2,1,1,1,1
1398,1399,8,7,33,37,45,88,11,1,3,22,4,43,3,2,4,65,1,41,1,1,1,1,1,1
1399,1400,6,7,47,42,16,54,27,2,20,30,3,27,1,1,2,47,1,46,0,2,1,1,1,1
1400,1401,5,9,23,43,58,100,33,4,5,18,4,52,3,8,2,84,1,48,1,2,1,1,1,1
1401,1402,2,8,60,38,12,73,43,3,3,22,2,32,1,7,7,21,2,24,0,2,1,1,1,1
1402,1403,5,7,22,86,33,93,41,7,14,23,0,23,3,8,7,81,2,26,0,4,1,1,1,1
1403,1404,8,1,27,12,16,74,44,7,6,17,5,23,1,1,3,77,2,25,0,4,1,1,1,1
1404,1405,9,3,37,19,28,57,10,3,10,19,2,40,1,6,3,50,2,52,0,1,1,1,1,1
1405,1406,5,5,47,66,14,55,24,2,6,13,3,46,1,5,6,70,2,27,1,2,1,1,1,1
1406,1407,9,5,34,93,33,64,30,1,4,8,3,40,3,6,9,71,2,30,0,1,1,1,1,1
1407,1408,8,4,29,85,49,58,12,5,7,5,3,37,1,1,6,50,2,40,0,1,1,1,1,1
1408,1409,8,5,35,48,24,50,35,4,3,27,3,24,2,1,2,72,1,63,1,4,1,1,1,1
1409,1410,6,7,41,42,10,2,44,2,10,6,4,11,3,5,2,14,1,45,0,1,1,1,1,1
1410,1411,7,8,42,87,55,2,37,5,2,12,1,33,2,5,8,67,2,43,0,1,1,1,1,1
1411,1412,9,6,13,86,29,33,22,1,2,6,0,26,3,8,7,39,1,18,0,1,1,1,1,1
1412,1413,6,1,59,28,22,82,27,7,15,10,3,50,3,3,7,66,2,40,1,2,1,1,1,1
1413,1414,5,7,12,3,40,93,31,3,2,23,3,52,3,7,5,46,2,56,0,1,1,1,1,1
1414,1415,4,8,45,36,48,81,18,6,20,26,5,58,3,6,9,45,1,51,0,2,1,1,1,1
1415,1416,6,6,50,19,21,92,24,7,16,29,1,38,2,4,6,90,1,43,1,2,1,1,1,1
1416,1417,9,2,17,74,27,8,36,2,9,20,3,60,2,2,3,100,1,18,1,2,1,1,1,1
1417,1418,4,3,54,28,19,62,53,7,9,28,5,25,1,7,5,74,1,60,1,4,1,1,1,1
1418,1419,5,8,36,86,50,31,10,7,4,10,5,18,2,7,7,99,1,28,0,4,1,1,1,1
1419,1420,8,1,14,97,39,85,48,4,3,21,3,21,3,6,7,87,1,27,0,1,1,1,1,1
1420,1421,7,5,51,42,17,46,34,2,18,30,3,52,1,1,6,53,2,27,0,2,1,1,1,1
1421,1422,3,8,32,86,12,28,10,4,18,22,4,40,3,7,9,96,2,60,0,2,1,1,1,1
1422,1423,1,1,36,14,14,59,31,5,9,16,4,36,2,6,8,10,1,35,1,2,1,1,1,1
1423,1424,8,9,47,50,47,98,43,2,11,5,4,53,3,3,5,56,2,64,1,2,1,1,1,1
1424,1425,6,9,22,65,43,42,56,4,3,15,5,29,3,7,8,85,2,48,0,1,1,1,1,1
1425,1426,7,7,32,76,32,50,17,4,2,26,5,47,1,4,9,52,1,64,1,2,1,1,1,1
1426,1427,2,2,59,93,45,77,31,1,16,20,4,51,2,1,6,47,2,53,1,2,1,1,1,1
1427,1428,9,2,30,95,31,95,56,4,17,30,1,30,3,8,9,59,1,62,1,2,1,1,1,1
1428,1429,4,9,17,63,19,29,54,3,18,23,0,36,3,2,7,73,1,22,0,1,1,1,1,1
1429,1430,8,1,15,14,11,91,19,5,4,27,0,46,3,8,10,52,2,65,0,1,1,1,1,1
1430,1431,7,5,10,95,42,34,39,1,7,29,4,35,3,6,3,68,1,21,0,1,1,1,1,1
1431,1432,7,9,47,98,48,76,49,5,5,21,1,15,2,7,7,72,1,65,0,4,1,1,1,1
1432,1433,9,7,15,48,32,63,49,4,7,23,1,16,1,8,2,56,2,45,0,4,1,1,1,1
1433,1434,6,3,42,94,59,17,53,6,13,20,5,21,1,7,4,97,2,63,1,1,1,1,1,1
1434,1435,6,2,40,22,46,63,11,5,16,25,0,29,2,7,8,79,2,32,0,1,1,1,1,1
1435,1436,3,4,11,56,21,88,28,4,8,12,4,14,1,7,6,65,1,42,1,1,1,1,1,1
1436,1437,1,1,40,74,44,62,37,1,16,23,5,41,3,3,7,20,2,28,0,1,1,1,1,1
1437,1438,5,1,54,42,12,51,28,1,3,24,4,24,2,8,8,65,2,22,0,2,1,1,1,1
1438,1439,8,7,17,85,47,86,25,6,13,26,4,15,2,5,9,95,2,41,0,1,1,1,1,1
1439,1440,4,9,38,69,30,73,45,4,3,21,5,41,1,7,2,48,1,35,1,1,1,1,1,1
1440,1441,8,2,55,50,44,88,18,5,4,12,0,59,3,5,4,47,2,49,1,1,1,1,1,1
1441,1442,6,3,12,9,14,61,18,4,3,25,1,12,3,5,6,77,1,67,0,4,1,1,1,1
1442,1443,8,1,54,65,13,17,40,2,17,29,3,41,1,1,4,75,1,69,0,2,1,1,1,1
1443,1444,9,6,11,41,24,33,35,5,7,27,1,23,3,1,4,68,2,70,0,1,1,1,1,1
1444,1445,2,9,44,35,22,93,33,1,4,29,3,34,3,6,7,35,1,58,1,2,1,1,1,1
1445,1446,8,9,26,60,15,43,55,4,13,13,5,32,2,6,2,28,2,19,1,2,1,1,1,1
1446,1447,8,9,25,76,17,26,55,4,10,14,4,58,2,2,5,95,1,56,1,2,1,1,1,1
1447,1448,8,3,43,79,39,90,46,3,20,16,3,45,2,2,6,17,1,57,0,2,1,1,1,1
1448,1449,4,1,18,88,59,83,24,1,9,7,3,46,1,4,9,65,2,66,0,1,1,1,1,1
1449,1450,7,5,35,62,23,86,26,3,8,13,0,23,3,8,4,34,1,43,1,1,1,1,1,1
1450,1451,5,2,44,48,14,61,45,4,20,7,0,44,2,6,10,59,2,42,1,1,1,1,1,1
1451,1452,8,7,47,42,15,88,42,5,13,28,4,18,1,8,3,94,2,40,0,4,1,1,1,1
1452,1453,5,6,41,70,35,74,39,3,4,14,2,56,3,3,7,55,1,60,0,2,1,1,1,1
1453,1454,7,4,55,11,18,66,33,3,6,28,1,12,3,3,8,97,2,34,0,2,1,1,1,1
1454,1455,1,4,26,74,26,100,12,4,18,27,5,23,2,1,6,32,1,46,0,1,1,1,1,1
1455,1456,2,8,52,50,30,50,39,4,11,29,4,52,3,8,2,98,1,22,1,2,1,1,1,1
1456,1457,3,1,53,22,43,87,52,6,12,30,0,48,2,6,8,33,1,36,0,2,1,1,1,1
1457,1458,1,5,50,100,36,97,55,1,5,12,4,17,1,7,2,92,2,50,0,4,1,1,1,1
1458,1459,4,8,22,15,53,27,57,4,10,30,1,60,1,6,10,86,1,63,0,1,1,1,1,1
1459,1460,2,2,22,76,11,14,22,1,7,28,3,37,1,3,3,99,1,25,1,1,1,1,1,1
1460,1461,8,1,11,70,43,14,15,7,20,28,3,51,2,2,9,67,1,57,1,1,1,1,1,1
1461,1462,5,2,40,70,13,89,56,3,8,30,1,18,2,1,2,59,1,26,1,2,1,1,1,1
1462,1463,8,2,33,81,39,6,53,5,20,14,5,52,1,7,7,40,1,46,0,4,1,1,1,1
1463,1464,8,5,37,47,23,65,59,3,9,16,1,49,3,3,9,63,1,38,1,2,1,1,1,1
1464,1465,7,1,41,96,20,64,23,2,10,20,5,47,1,2,5,40,2,52,0,4,1,1,1,1
1465,1466,9,5,21,43,54,27,39,1,19,27,3,40,1,3,8,29,1,19,0,1,1,1,1,1
1466,1467,8,2,31,80,24,98,11,3,17,20,3,26,2,6,2,60,1,27,1,1,1,1,1,1
1467,1468,7,2,54,98,18,98,36,2,7,10,3,43,2,1,5,35,2,35,0,4,1,1,1,1
1468,1469,6,9,32,49,38,22,28,6,8,23,3,33,2,2,8,47,1,60,1,2,1,1,1,1
1469,1470,2,6,56,100,29,66,27,2,15,8,1,16,2,8,10,81,2,36,1,4,1,1,1,1
1470,1471,7,6,21,38,16,10,12,4,6,22,3,30,3,1,2,22,1,31,1,1,1,1,1,1
1471,1472,6,1,11,5,54,35,14,2,19,9,0,12,1,6,6,66,2,48,0,4,1,1,1,1
1472,1473,1,9,39,66,16,50,56,4,11,10,5,10,3,4,7,14,1,49,1,2,1,1,1,1
1473,1474,1,1,48,94,58,33,33,5,15,30,3,14,1,2,5,77,2,29,1,4,1,1,1,1
1474,1475,3,2,29,48,36,16,54,4,4,23,3,14,3,4,7,65,2,25,0,2,1,1,1,1
1475,1476,9,1,43,16,21,22,53,7,17,9,2,15,1,5,9,86,1,41,0,2,1,1,1,1
1476,1477,4,9,26,98,35,20,34,1,14,17,0,35,3,1,4,55,1,53,0,1,1,1,1,1
1477,1478,5,7,38,18,22,78,37,7,11,20,0,25,1,2,3,56,1,53,0,1,1,1,1,1
1478,1479,5,8,22,27,19,41,12,6,8,11,2,18,1,2,5,74,2,19,1,2,1,1,1,1
1479,1480,3,9,21,51,16,90,17,6,9,15,4,33,1,3,2,63,2,29,0,4,1,1,1,1
1480,1481,2,8,20,40,40,9,12,5,7,5,0,44,2,1,3,27,2,47,1,1,1,1,1,1
1481,1482,6,4,30,43,19,57,22,2,20,19,3,44,3,7,10,94,2,44,1,2,1,1,1,1
1482,1483,7,6,10,70,55,8,13,1,7,26,5,48,1,1,5,99,1,38,0,1,1,1,1,1
1483,1484,6,4,18,8,27,81,47,5,3,19,2,58,1,1,4,39,2,54,1,1,1,1,1,1
1484,1485,3,5,51,19,56,81,23,3,14,16,4,26,3,8,10,88,2,18,0,1,1,1,1,1
1485,1486,6,1,35,15,48,85,21,1,4,11,2,32,2,1,3,71,2,46,0,1,1,1,1,1
1486,1487,6,9,53,79,27,63,43,7,19,6,2,10,3,5,2,20,1,42,1,2,1,1,1,1
1487,1488,4,6,22,11,50,30,35,5,2,28,5,32,3,6,4,45,1,37,1,1,1,1,1,1
1488,1489,9,7,25,98,15,26,20,6,18,22,5,29,3,8,8,74,1,26,0,1,1,1,1,1
1489,1490,7,5,32,23,31,22,39,4,6,15,0,45,2,4,4,65,1,36,0,2,1,1,1,1
1490,1491,8,1,59,100,37,90,23,5,4,18,3,36,1,6,9,21,2,19,0,4,1,1,1,1
1491,1492,9,6,56,100,58,34,22,5,17,10,2,24,1,7,10,50,2,44,0,1,1,1,1,1
1492,1493,8,8,13,9,45,10,54,3,14,9,2,34,1,4,7,28,2,69,1,4,1,1,1,1
1493,1494,5,1,19,64,32,99,22,1,10,27,5,31,3,4,3,62,2,45,0,2,1,1,1,1
1494,1495,2,5,53,24,20,90,45,5,18,28,2,11,1,1,8,19,2,31,0,2,1,1,1,1
1495,1496,5,7,50,94,54,87,53,2,4,20,3,27,1,8,10,18,2,36,1,1,1,1,1,1
